Epoch:  1 ; lr:  0.0038009499999999865 ; Loss:  3.8986140197753905 ; Train Acc:  0.333199759567221 ; Val. Acc:  0.26693629929221435 ; Best:  0.26693629929221435
Epoch:  14 ; lr:  0.0038009499999999865 ; Loss:  0.3037906701087952 ; Train Acc:  0.9032258064516129 ; Val. Acc:  0.7087967644084934 ; Best:  0.8483316481294236
Epoch:  15 ; lr:  0.0038009499999999865 ; Loss:  0.3191653887987137 ; Train Acc:  0.8967140853536365 ; Val. Acc:  0.5869565217391305 ; Best:  0.8483316481294236
Epoch:  16 ; lr:  0.0038009499999999865 ; Loss:  0.29540700500011446 ; Train Acc:  0.9057303145662192 ; Val. Acc:  0.8407482305358949 ; Best:  0.8483316481294236
Epoch:  17 ; lr:  0.0038009499999999865 ; Loss:  0.27803599264621737 ; Train Acc:  0.908435183329994 ; Val. Acc:  0.6274014155712841 ; Best:  0.8483316481294236
Epoch:  18 ; lr:  0.0038009499999999865 ; Loss:  0.28509816625118256 ; Train Acc:  0.910438789821679 ; Val. Acc:  0.8680485338725986 ; Best:  0.8680485338725986
Epoch:  19 ; lr:  0.0038009499999999865 ; Loss:  0.24268420141935348 ; Train Acc:  0.9228611500701263 ; Val. Acc:  0.8235591506572295 ; Best:  0.8680485338725986
Epoch:  20 ; lr:  0.0038009499999999865 ; Loss:  0.2433643294453621 ; Train Acc:  0.9201562813063514 ; Val. Acc:  0.8377148634984833 ; Best:  0.8680485338725986
Epoch:  21 ; lr:  0.0038009499999999865 ; Loss:  0.2695542795538902 ; Train Acc:  0.9124423963133641 ; Val. Acc:  0.8538928210313448 ; Best:  0.8680485338725986
Epoch:  22 ; lr:  0.0038009499999999865 ; Loss:  0.22173140058517457 ; Train Acc:  0.9248647565618112 ; Val. Acc:  0.8321536905965622 ; Best:  0.8680485338725986
Epoch:  23 ; lr:  0.0038009499999999865 ; Loss:  0.23168866145610809 ; Train Acc:  0.9289721498697656 ; Val. Acc:  0.8351870576339737 ; Best:  0.8680485338725986
Epoch:  24 ; lr:  0.0038009499999999865 ; Loss:  0.21139105987548829 ; Train Acc:  0.9311761170106191 ; Val. Acc:  0.8452982810920121 ; Best:  0.8680485338725986
Epoch:  25 ; lr:  0.0038009499999999865 ; Loss:  0.22640456688404084 ; Train Acc:  0.9276698056501703 ; Val. Acc:  0.8533872598584429 ; Best:  0.8680485338725986
Epoch:  26 ; lr:  0.0038009499999999865 ; Loss:  0.2150028757572174 ; Train Acc:  0.9287717892205971 ; Val. Acc:  0.8346814964610718 ; Best:  0.8680485338725986
Epoch:  27 ; lr:  0.0038009499999999865 ; Loss:  0.21016992443203927 ; Train Acc:  0.9317771989581246 ; Val. Acc:  0.833164812942366 ; Best:  0.8680485338725986
Epoch:  28 ; lr:  0.0038009499999999865 ; Loss:  0.2025988730430603 ; Train Acc:  0.9347826086956522 ; Val. Acc:  0.7967644084934277 ; Best:  0.8680485338725986
Epoch:  29 ; lr:  0.0038009499999999865 ; Loss:  0.18529850779771806 ; Train Acc:  0.9396914446002805 ; Val. Acc:  0.813953488372093 ; Best:  0.8680485338725986
Epoch:  30 ; lr:  0.0038009499999999865 ; Loss:  0.18874442861676216 ; Train Acc:  0.937888198757764 ; Val. Acc:  0.8822042467138523 ; Best:  0.8822042467138523
Epoch:  31 ; lr:  0.0038009499999999865 ; Loss:  0.21159735845327377 ; Train Acc:  0.9291725105189341 ; Val. Acc:  0.871587462082912 ; Best:  0.8822042467138523
Epoch:  32 ; lr:  0.0038009499999999865 ; Loss:  0.2274842685818672 ; Train Acc:  0.9270687237026648 ; Val. Acc:  0.8124368048533872 ; Best:  0.8822042467138523
Epoch:  33 ; lr:  0.0038009499999999865 ; Loss:  0.16295593371987344 ; Train Acc:  0.9477058705670206 ; Val. Acc:  0.884732052578362 ; Best:  0.884732052578362
Epoch:  34 ; lr:  0.0038009499999999865 ; Loss:  0.15855393154621125 ; Train Acc:  0.9481065918653576 ; Val. Acc:  0.8291203235591507 ; Best:  0.884732052578362
Epoch:  35 ; lr:  0.0038009499999999865 ; Loss:  0.16052102311551572 ; Train Acc:  0.9469044279703466 ; Val. Acc:  0.8756319514661274 ; Best:  0.884732052578362
Epoch:  36 ; lr:  0.0038009499999999865 ; Loss:  0.17735632963180542 ; Train Acc:  0.9416950510919655 ; Val. Acc:  0.8523761375126391 ; Best:  0.884732052578362
Epoch:  37 ; lr:  0.0038009499999999865 ; Loss:  0.18222517974972724 ; Train Acc:  0.9399919855740333 ; Val. Acc:  0.8604651162790697 ; Best:  0.884732052578362
Epoch:  38 ; lr:  0.0038009499999999865 ; Loss:  0.17555007948875428 ; Train Acc:  0.941895411741134 ; Val. Acc:  0.8948432760364005 ; Best:  0.8948432760364005
Epoch:  39 ; lr:  0.0038009499999999865 ; Loss:  0.15982822520136833 ; Train Acc:  0.9486074934882789 ; Val. Acc:  0.8897876643073812 ; Best:  0.8948432760364005
Epoch:  40 ; lr:  0.0038009499999999865 ; Loss:  0.14228733805418015 ; Train Acc:  0.9532157884191544 ; Val. Acc:  0.903437815975733 ; Best:  0.903437815975733
Epoch:  41 ; lr:  0.0038009499999999865 ; Loss:  0.14279277337789537 ; Train Acc:  0.9524143458224804 ; Val. Acc:  0.8584428715874621 ; Best:  0.903437815975733
Epoch:  42 ; lr:  0.0038009499999999865 ; Loss:  0.15004952130019664 ; Train Acc:  0.9484071328391104 ; Val. Acc:  0.910010111223458 ; Best:  0.910010111223458
Epoch:  43 ; lr:  0.0038009499999999865 ; Loss:  0.15205072572231293 ; Train Acc:  0.9489080344620316 ; Val. Acc:  0.9180990899898888 ; Best:  0.9180990899898888
Epoch:  44 ; lr:  0.0038009499999999865 ; Loss:  0.16937145354151725 ; Train Acc:  0.9449008214786616 ; Val. Acc:  0.8508594539939333 ; Best:  0.9180990899898888
Epoch:  45 ; lr:  0.0038009499999999865 ; Loss:  0.15426221836209297 ; Train Acc:  0.9508114606291325 ; Val. Acc:  0.8918099089989889 ; Best:  0.9180990899898888
Epoch:  46 ; lr:  0.0038009499999999865 ; Loss:  0.1481015910387039 ; Train Acc:  0.9512121819274695 ; Val. Acc:  0.8680485338725986 ; Best:  0.9180990899898888
Epoch:  47 ; lr:  0.0038009499999999865 ; Loss:  0.1315861022979021 ; Train Acc:  0.9574233620516931 ; Val. Acc:  0.8488372093023255 ; Best:  0.9180990899898888
Epoch:  48 ; lr:  0.0038009499999999865 ; Loss:  0.11745167605280876 ; Train Acc:  0.9610298537367261 ; Val. Acc:  0.8599595551061678 ; Best:  0.9180990899898888
Epoch:  49 ; lr:  0.0038009499999999865 ; Loss:  0.11427951960265637 ; Train Acc:  0.9611300340613104 ; Val. Acc:  0.8240647118301314 ; Best:  0.9180990899898888
Epoch:  50 ; lr:  0.0038009499999999865 ; Loss:  0.12601751684248447 ; Train Acc:  0.9561210178320978 ; Val. Acc:  0.9125379170879676 ; Best:  0.9180990899898888
Epoch:  51 ; lr:  0.0038009499999999865 ; Loss:  0.13604213592261075 ; Train Acc:  0.9547184932879182 ; Val. Acc:  0.8913043478260869 ; Best:  0.9180990899898888
Epoch:  52 ; lr:  0.0038009499999999865 ; Loss:  0.10580429273545743 ; Train Acc:  0.963334001202164 ; Val. Acc:  0.8518705763397371 ; Best:  0.9180990899898888
Epoch:  53 ; lr:  0.0038009499999999865 ; Loss:  0.1295559535384178 ; Train Acc:  0.9585253456221198 ; Val. Acc:  0.8806875631951466 ; Best:  0.9180990899898888
Epoch:  54 ; lr:  0.0038009499999999865 ; Loss:  0.1289734206020832 ; Train Acc:  0.9565217391304348 ; Val. Acc:  0.9140546006066734 ; Best:  0.9180990899898888
Epoch:  55 ; lr:  0.0038009499999999865 ; Loss:  0.10424973877072334 ; Train Acc:  0.9646363454217591 ; Val. Acc:  0.9079878665318504 ; Best:  0.9180990899898888
Epoch:  56 ; lr:  0.0038009499999999865 ; Loss:  0.09860037511959673 ; Train Acc:  0.96653977158886 ; Val. Acc:  0.8882709807886754 ; Best:  0.9180990899898888
Epoch:  57 ; lr:  0.0038009499999999865 ; Loss:  0.11461430061757565 ; Train Acc:  0.9606291324383891 ; Val. Acc:  0.917087967644085 ; Best:  0.9180990899898888
Epoch:  58 ; lr:  0.0038009499999999865 ; Loss:  0.10122771545350552 ; Train Acc:  0.9642356241234221 ; Val. Acc:  0.8968655207280081 ; Best:  0.9180990899898888
Epoch:  59 ; lr:  0.0038009499999999865 ; Loss:  0.10230804932117463 ; Train Acc:  0.9648367060709276 ; Val. Acc:  0.8670374115267947 ; Best:  0.9180990899898888
Epoch:  60 ; lr:  0.0038009499999999865 ; Loss:  0.11348093259185553 ; Train Acc:  0.963334001202164 ; Val. Acc:  0.910010111223458 ; Best:  0.9180990899898888
Epoch:  61 ; lr:  0.0038009499999999865 ; Loss:  0.10176863464266062 ; Train Acc:  0.9649368863955119 ; Val. Acc:  0.9009100101112234 ; Best:  0.9180990899898888
Epoch:  62 ; lr:  0.0038009499999999865 ; Loss:  0.1301841960042715 ; Train Acc:  0.9556201162091765 ; Val. Acc:  0.9180990899898888 ; Best:  0.9180990899898888
Epoch:  63 ; lr:  0.0038009499999999865 ; Loss:  0.09740122703760862 ; Train Acc:  0.9648367060709276 ; Val. Acc:  0.9064711830131446 ; Best:  0.9180990899898888
Epoch:  64 ; lr:  0.0038009499999999865 ; Loss:  0.09446034879460931 ; Train Acc:  0.967741935483871 ; Val. Acc:  0.8877654196157735 ; Best:  0.9180990899898888
Epoch:  65 ; lr:  0.0038009499999999865 ; Loss:  0.105644907361269 ; Train Acc:  0.9652374273692647 ; Val. Acc:  0.8725985844287159 ; Best:  0.9180990899898888
Epoch:  66 ; lr:  0.0038009499999999865 ; Loss:  0.08263939469084143 ; Train Acc:  0.9725505910639151 ; Val. Acc:  0.9089989888776542 ; Best:  0.9180990899898888
Epoch:  67 ; lr:  0.0038009499999999865 ; Loss:  0.11296820643097162 ; Train Acc:  0.9653376076938489 ; Val. Acc:  0.897876643073812 ; Best:  0.9180990899898888
Epoch:  68 ; lr:  0.0038009499999999865 ; Loss:  0.12023304320573806 ; Train Acc:  0.9601282308154678 ; Val. Acc:  0.9196157735085946 ; Best:  0.9196157735085946
Epoch:  69 ; lr:  0.0038009499999999865 ; Loss:  0.0796213806912303 ; Train Acc:  0.971749148467241 ; Val. Acc:  0.9175935288169869 ; Best:  0.9196157735085946
Epoch:  70 ; lr:  0.0038009499999999865 ; Loss:  0.0888746266361326 ; Train Acc:  0.9712482468443198 ; Val. Acc:  0.9155712841253791 ; Best:  0.9196157735085946
Epoch:  71 ; lr:  0.0038009499999999865 ; Loss:  0.09437675854861736 ; Train Acc:  0.9686435584051293 ; Val. Acc:  0.9039433771486349 ; Best:  0.9196157735085946
Epoch:  72 ; lr:  0.0038009499999999865 ; Loss:  0.07098896845951676 ; Train Acc:  0.9763574433981166 ; Val. Acc:  0.8761375126390293 ; Best:  0.9196157735085946
Epoch:  73 ; lr:  0.0038009499999999865 ; Loss:  0.0703912490427494 ; Train Acc:  0.9758565417751953 ; Val. Acc:  0.8629929221435794 ; Best:  0.9196157735085946
Epoch:  74 ; lr:  0.0038009499999999865 ; Loss:  0.11447380656562746 ; Train Acc:  0.9616309356842316 ; Val. Acc:  0.9039433771486349 ; Best:  0.9196157735085946
Epoch:  75 ; lr:  0.0038009499999999865 ; Loss:  0.08017630266025662 ; Train Acc:  0.9733520336605891 ; Val. Acc:  0.9216380182002022 ; Best:  0.9216380182002022
Epoch:  76 ; lr:  0.0038009499999999865 ; Loss:  0.061672118661552665 ; Train Acc:  0.9776597876177119 ; Val. Acc:  0.9378159757330637 ; Best:  0.9378159757330637
Epoch:  77 ; lr:  0.0038009499999999865 ; Loss:  0.08305527804121375 ; Train Acc:  0.9724504107393308 ; Val. Acc:  0.9084934277047523 ; Best:  0.9378159757330637
Epoch:  78 ; lr:  0.0038009499999999865 ; Loss:  0.07376760328039526 ; Train Acc:  0.9755560008014426 ; Val. Acc:  0.9084934277047523 ; Best:  0.9378159757330637
Epoch:  79 ; lr:  0.0038009499999999865 ; Loss:  0.07298323509544134 ; Train Acc:  0.9747545582047685 ; Val. Acc:  0.9201213346814965 ; Best:  0.9378159757330637
Epoch:  80 ; lr:  0.0038009499999999865 ; Loss:  0.07640335557647049 ; Train Acc:  0.9729513123622521 ; Val. Acc:  0.9095045500505561 ; Best:  0.9378159757330637
Epoch:  81 ; lr:  0.0038009499999999865 ; Loss:  0.093955267215427 ; Train Acc:  0.970146263273893 ; Val. Acc:  0.852881698685541 ; Best:  0.9378159757330637
Epoch:  82 ; lr:  0.0038009499999999865 ; Loss:  0.12391370846405625 ; Train Acc:  0.958625525946704 ; Val. Acc:  0.9251769464105156 ; Best:  0.9378159757330637
Epoch:  83 ; lr:  0.0038009499999999865 ; Loss:  0.0767101421840489 ; Train Acc:  0.9756561811260268 ; Val. Acc:  0.9150657229524772 ; Best:  0.9378159757330637
Epoch:  84 ; lr:  0.0038009499999999865 ; Loss:  0.06115337275862694 ; Train Acc:  0.9816670006010819 ; Val. Acc:  0.8897876643073812 ; Best:  0.9378159757330637
Epoch:  85 ; lr:  0.0038009499999999865 ; Loss:  0.056093306305259466 ; Train Acc:  0.9790623121618914 ; Val. Acc:  0.9191102123356926 ; Best:  0.9378159757330637
Epoch:  86 ; lr:  0.0038009499999999865 ; Loss:  0.059505654551181945 ; Train Acc:  0.9803646563814866 ; Val. Acc:  0.9241658240647118 ; Best:  0.9378159757330637
Epoch:  87 ; lr:  0.0038009499999999865 ; Loss:  0.06303386859651655 ; Train Acc:  0.9770587056702064 ; Val. Acc:  0.9216380182002022 ; Best:  0.9378159757330637
Epoch:  88 ; lr:  0.0038009499999999865 ; Loss:  0.08901546761877835 ; Train Acc:  0.970146263273893 ; Val. Acc:  0.8690596562184024 ; Best:  0.9378159757330637
Epoch:  89 ; lr:  0.0038009499999999865 ; Loss:  0.08182509641721844 ; Train Acc:  0.9720496894409938 ; Val. Acc:  0.9110212335692619 ; Best:  0.9378159757330637
Epoch:  90 ; lr:  0.0038009499999999865 ; Loss:  0.07280960142444819 ; Train Acc:  0.9741534762572631 ; Val. Acc:  0.8892821031344793 ; Best:  0.9378159757330637
Epoch:  91 ; lr:  0.0038009499999999865 ; Loss:  0.08038248393088579 ; Train Acc:  0.9745541975556001 ; Val. Acc:  0.8862487360970678 ; Best:  0.9378159757330637
Epoch:  92 ; lr:  0.0038009499999999865 ; Loss:  0.07023180598393082 ; Train Acc:  0.9765578040472851 ; Val. Acc:  0.9206268958543984 ; Best:  0.9378159757330637
Epoch:  93 ; lr:  0.0038009499999999865 ; Loss:  0.05727441101428121 ; Train Acc:  0.9797635744339812 ; Val. Acc:  0.9282103134479271 ; Best:  0.9378159757330637
Epoch:  94 ; lr:  0.0038009499999999865 ; Loss:  0.05214961911095306 ; Train Acc:  0.9827689841715087 ; Val. Acc:  0.9084934277047523 ; Best:  0.9378159757330637
Epoch:  95 ; lr:  0.0038009499999999865 ; Loss:  0.07083481213804334 ; Train Acc:  0.9775596072931276 ; Val. Acc:  0.8943377148634984 ; Best:  0.9378159757330637
Epoch:  96 ; lr:  0.0038009499999999865 ; Loss:  0.05454708969146013 ; Train Acc:  0.9817671809256662 ; Val. Acc:  0.9115267947421638 ; Best:  0.9378159757330637
Epoch:  97 ; lr:  0.0038009499999999865 ; Loss:  0.05586220623701811 ; Train Acc:  0.9816670006010819 ; Val. Acc:  0.9155712841253791 ; Best:  0.9378159757330637
Epoch:  98 ; lr:  0.0038009499999999865 ; Loss:  0.0483516864915844 ; Train Acc:  0.984472049689441 ; Val. Acc:  0.923154701718908 ; Best:  0.9378159757330637
Epoch:  99 ; lr:  0.0038009499999999865 ; Loss:  0.0737198286248371 ; Train Acc:  0.9777599679422961 ; Val. Acc:  0.9155712841253791 ; Best:  0.9378159757330637
Epoch:  100 ; lr:  0.0038009499999999865 ; Loss:  0.1133680958636105 ; Train Acc:  0.9658385093167702 ; Val. Acc:  0.9150657229524772 ; Best:  0.9378159757330637
Epoch:  101 ; lr:  0.007600900000000007 ; Loss:  0.37380086766965687 ; Train Acc:  0.907233019434983 ; Val. Acc:  0.8437815975733064 ; Best:  0.9378159757330637
Epoch:  102 ; lr:  0.007600900000000007 ; Loss:  0.1917772843927145 ; Train Acc:  0.9406932478461231 ; Val. Acc:  0.8872598584428716 ; Best:  0.9378159757330637
Epoch:  103 ; lr:  0.007600900000000007 ; Loss:  0.13892621709108352 ; Train Acc:  0.955419755560008 ; Val. Acc:  0.8791708796764408 ; Best:  0.9378159757330637
Epoch:  104 ; lr:  0.007600900000000007 ; Loss:  0.16577160737514496 ; Train Acc:  0.9491083951112002 ; Val. Acc:  0.8948432760364005 ; Best:  0.9378159757330637
Epoch:  105 ; lr:  0.007600900000000007 ; Loss:  0.13970705350860954 ; Train Acc:  0.9541174113404127 ; Val. Acc:  0.8725985844287159 ; Best:  0.9378159757330637
Epoch:  106 ; lr:  0.007600900000000007 ; Loss:  0.14130106096714734 ; Train Acc:  0.954618312963334 ; Val. Acc:  0.8725985844287159 ; Best:  0.9378159757330637
Epoch:  107 ; lr:  0.007600900000000007 ; Loss:  0.133077708786726 ; Train Acc:  0.9563213784812663 ; Val. Acc:  0.878159757330637 ; Best:  0.9378159757330637
Epoch:  108 ; lr:  0.007600900000000007 ; Loss:  0.16907979142665863 ; Train Acc:  0.9505109196553797 ; Val. Acc:  0.7714863498483316 ; Best:  0.9378159757330637
Epoch:  109 ; lr:  0.007600900000000007 ; Loss:  0.1376432835444808 ; Train Acc:  0.9569224604287718 ; Val. Acc:  0.8731041456016178 ; Best:  0.9378159757330637
Epoch:  110 ; lr:  0.007600900000000007 ; Loss:  0.13704102662950754 ; Train Acc:  0.9559206571829293 ; Val. Acc:  0.878159757330637 ; Best:  0.9378159757330637
Epoch:  111 ; lr:  0.007600900000000007 ; Loss:  0.14921550671160222 ; Train Acc:  0.9539170506912442 ; Val. Acc:  0.8806875631951466 ; Best:  0.9378159757330637
Epoch:  112 ; lr:  0.007600900000000007 ; Loss:  0.1186625301964581 ; Train Acc:  0.9625325586054899 ; Val. Acc:  0.91051567239636 ; Best:  0.9378159757330637
Epoch:  113 ; lr:  0.007600900000000007 ; Loss:  0.10379136022031307 ; Train Acc:  0.9654377880184332 ; Val. Acc:  0.9150657229524772 ; Best:  0.9378159757330637
Epoch:  114 ; lr:  0.007600900000000007 ; Loss:  0.1436404087252915 ; Train Acc:  0.9568222801041876 ; Val. Acc:  0.8675429726996967 ; Best:  0.9378159757330637
Epoch:  115 ; lr:  0.007600900000000007 ; Loss:  0.11609823029525577 ; Train Acc:  0.9621318373071529 ; Val. Acc:  0.8604651162790697 ; Best:  0.9378159757330637
Epoch:  116 ; lr:  0.007600900000000007 ; Loss:  0.11040273385941982 ; Train Acc:  0.9640352634742536 ; Val. Acc:  0.9024266936299292 ; Best:  0.9378159757330637
Epoch:  117 ; lr:  0.007600900000000007 ; Loss:  0.19071617266982793 ; Train Acc:  0.9459026247245041 ; Val. Acc:  0.7548028311425683 ; Best:  0.9378159757330637
Epoch:  118 ; lr:  0.007600900000000007 ; Loss:  0.18007888472005726 ; Train Acc:  0.9460028050490884 ; Val. Acc:  0.9110212335692619 ; Best:  0.9378159757330637
Epoch:  119 ; lr:  0.007600900000000007 ; Loss:  0.11362790719643236 ; Train Acc:  0.9623321979563214 ; Val. Acc:  0.8766430738119313 ; Best:  0.9378159757330637
Epoch:  120 ; lr:  0.007600900000000007 ; Loss:  0.11637167730778455 ; Train Acc:  0.9627329192546584 ; Val. Acc:  0.9014155712841254 ; Best:  0.9378159757330637
Epoch:  121 ; lr:  0.007600900000000007 ; Loss:  0.11896212996989489 ; Train Acc:  0.9634341815267482 ; Val. Acc:  0.8624873609706775 ; Best:  0.9378159757330637
Epoch:  122 ; lr:  0.007600900000000007 ; Loss:  0.1323931460611522 ; Train Acc:  0.9595271488679623 ; Val. Acc:  0.9049544994944388 ; Best:  0.9378159757330637
Epoch:  123 ; lr:  0.007600900000000007 ; Loss:  0.1218316084228456 ; Train Acc:  0.9609296734121419 ; Val. Acc:  0.9054600606673407 ; Best:  0.9378159757330637
Epoch:  124 ; lr:  0.007600900000000007 ; Loss:  0.14781474422886967 ; Train Acc:  0.9581246243237828 ; Val. Acc:  0.8786653185035389 ; Best:  0.9378159757330637
Epoch:  125 ; lr:  0.007600900000000007 ; Loss:  0.1111663409896195 ; Train Acc:  0.9663394109396914 ; Val. Acc:  0.916076845298281 ; Best:  0.9378159757330637
Epoch:  126 ; lr:  0.007600900000000007 ; Loss:  0.1053088957581669 ; Train Acc:  0.9670406732117812 ; Val. Acc:  0.9216380182002022 ; Best:  0.9378159757330637
Epoch:  127 ; lr:  0.007600900000000007 ; Loss:  0.12162375435233116 ; Train Acc:  0.9642356241234221 ; Val. Acc:  0.8918099089989889 ; Best:  0.9378159757330637
Epoch:  128 ; lr:  0.007600900000000007 ; Loss:  0.14315262424498795 ; Train Acc:  0.956221198156682 ; Val. Acc:  0.9241658240647118 ; Best:  0.9378159757330637
Epoch:  129 ; lr:  0.007600900000000007 ; Loss:  0.11003271731808782 ; Train Acc:  0.9660388699659387 ; Val. Acc:  0.9044489383215369 ; Best:  0.9378159757330637
Epoch:  130 ; lr:  0.007600900000000007 ; Loss:  0.1013665113478899 ; Train Acc:  0.96653977158886 ; Val. Acc:  0.8796764408493428 ; Best:  0.9378159757330637
Epoch:  131 ; lr:  0.007600900000000007 ; Loss:  0.10365134277939797 ; Train Acc:  0.9680424764576238 ; Val. Acc:  0.8913043478260869 ; Best:  0.9378159757330637
Epoch:  132 ; lr:  0.007600900000000007 ; Loss:  0.09657894817516208 ; Train Acc:  0.9707473452213985 ; Val. Acc:  0.9079878665318504 ; Best:  0.9378159757330637
Epoch:  133 ; lr:  0.007600900000000007 ; Loss:  0.08292719745784997 ; Train Acc:  0.9734522139851733 ; Val. Acc:  0.9074823053589485 ; Best:  0.9378159757330637
Epoch:  134 ; lr:  0.007600900000000007 ; Loss:  0.11147546801529824 ; Train Acc:  0.9659386896413544 ; Val. Acc:  0.9251769464105156 ; Best:  0.9378159757330637
Epoch:  135 ; lr:  0.007600900000000007 ; Loss:  0.10084238728992641 ; Train Acc:  0.9687437387297135 ; Val. Acc:  0.9125379170879676 ; Best:  0.9378159757330637
Epoch:  136 ; lr:  0.007600900000000007 ; Loss:  0.11857958596907556 ; Train Acc:  0.9616309356842316 ; Val. Acc:  0.910010111223458 ; Best:  0.9378159757330637
Epoch:  137 ; lr:  0.007600900000000007 ; Loss:  0.07905959562920034 ; Train Acc:  0.9746543778801844 ; Val. Acc:  0.9069767441860465 ; Best:  0.9378159757330637
Epoch:  138 ; lr:  0.007600900000000007 ; Loss:  0.10840467872321606 ; Train Acc:  0.9653376076938489 ; Val. Acc:  0.9069767441860465 ; Best:  0.9378159757330637
Epoch:  139 ; lr:  0.007600900000000007 ; Loss:  0.12636982556656004 ; Train Acc:  0.9620316569825687 ; Val. Acc:  0.9271991911021233 ; Best:  0.9378159757330637
Epoch:  140 ; lr:  0.007600900000000007 ; Loss:  0.0907706517726183 ; Train Acc:  0.9716489681426568 ; Val. Acc:  0.9287158746208292 ; Best:  0.9378159757330637
Epoch:  141 ; lr:  0.007600900000000007 ; Loss:  0.09747289471235127 ; Train Acc:  0.9692446403526347 ; Val. Acc:  0.9186046511627907 ; Best:  0.9378159757330637
Epoch:  142 ; lr:  0.007600900000000007 ; Loss:  0.09769831690602004 ; Train Acc:  0.970146263273893 ; Val. Acc:  0.89737108190091 ; Best:  0.9378159757330637
Epoch:  143 ; lr:  0.007600900000000007 ; Loss:  0.09601235402617604 ; Train Acc:  0.970947705870567 ; Val. Acc:  0.8518705763397371 ; Best:  0.9378159757330637
Epoch:  144 ; lr:  0.007600900000000007 ; Loss:  0.16052566035166382 ; Train Acc:  0.9540172310158285 ; Val. Acc:  0.9115267947421638 ; Best:  0.9378159757330637
Epoch:  145 ; lr:  0.007600900000000007 ; Loss:  0.08767670700233429 ; Train Acc:  0.9726507713884993 ; Val. Acc:  0.9332659251769464 ; Best:  0.9378159757330637
Epoch:  146 ; lr:  0.007600900000000007 ; Loss:  0.06670906521379948 ; Train Acc:  0.9767581646964536 ; Val. Acc:  0.9317492416582407 ; Best:  0.9378159757330637
Epoch:  147 ; lr:  0.007600900000000007 ; Loss:  0.09659577060397714 ; Train Acc:  0.9692446403526347 ; Val. Acc:  0.9135490394337715 ; Best:  0.9378159757330637
Epoch:  148 ; lr:  0.007600900000000007 ; Loss:  0.10520846858415753 ; Train Acc:  0.9703466239230615 ; Val. Acc:  0.8816986855409504 ; Best:  0.9378159757330637
Epoch:  149 ; lr:  0.007600900000000007 ; Loss:  0.104857324917987 ; Train Acc:  0.9695451813263875 ; Val. Acc:  0.9019211324570273 ; Best:  0.9378159757330637
Epoch:  150 ; lr:  0.007600900000000007 ; Loss:  0.10888816160559654 ; Train Acc:  0.9687437387297135 ; Val. Acc:  0.916076845298281 ; Best:  0.9378159757330637
Epoch:  151 ; lr:  0.007600900000000007 ; Loss:  0.07293150780405849 ; Train Acc:  0.9756561811260268 ; Val. Acc:  0.9216380182002022 ; Best:  0.9378159757330637
Epoch:  152 ; lr:  0.007600900000000007 ; Loss:  0.07044057415425778 ; Train Acc:  0.9778601482668804 ; Val. Acc:  0.9332659251769464 ; Best:  0.9378159757330637
